Language;Original;Gloss;Translation;Type;Remarks;Source;Citekey;Page;Exno;AddSourceInfo;Predicate;SbjPrs;SbjNbr;SbjGen;SbjCase;RPrs;RNbr;RGen;RCase;TPrs;TNbr;TGen;TCase
Maba;lútɔ́ː g-ìdáy=nú=gù dɛ̀ttír mbì=tɛ̀;chose TH.2S-vouloir=DEF=OBJ PD O2S.S1S/1/3P-donner=FUT;Je te donnerai ce que tu veux.;NCSA;;Weiss (2009: 167);Weiss2009;167;411b.;(C5.11.23);donner/give;1;SG;;;2;SG;;;3;SG;;ACC
Maba;àbílà-g fàfáráː=káː kùkúyáː=káː mɛ́lɛ́-g m-íɲíŋ ɔ̀nd-ùy-ɔ́=gù, tìː=gú ɛ̀ndí ;van-SG blanc =COOR rouge=COOR propriétaire-SG 1S-mère O1S.S2/3S-donner\PAS-PAS=SG.DEF DEM=SG.DEF O1S.S2/3S.donner\PRES.IMP;Ce van blanc et rouge que ma mère m’a donné, donne-le-moi!;NCSA;;Weiss (2009: 170);Weiss2009;170;424;;donner/give;3;SG;;;1;SG;;;3;SG;;ACC
Maba;àbílà-g fàfáráː=káː kùkúyáː=káː mɛ́lɛ́-g m-íɲíŋ ɔ̀nd-ùy-ɔ́=gù, tìː=gú ɛ̀ndí ;van-SG blanc =COOR rouge=COOR propriétaire-SG 1S-mère O1S.S2/3S-donner\PAS-PAS=SG.DEF DEM=SG.DEF O1S.S2/3S.donner\PRES.IMP;Ce van blanc et rouge que ma mère m’a donné, donne-le-moi!;NCSA;;Weiss (2009: 170);Weiss2009;170;424;;donner (imperative);;;;;1;SG;;;3;SG;;
Maba;fàfárà=gù ɛ̀ndí!;blanc=SG.DEF O1S.S2/3S.donner.IMP;Donne-moi le blanc!;NCSA;;Weiss (2009: 182);Weiss2009;182;449;;donner (imperative);2;SG;;;1;SG;;;3;SG;;ACC
Maba;mb+ Φ-nds. Φ=tɛ;O2S.S1S/1/3P+dire=FUT;Tu me diras.;NCSA;Gloss or translation might be wrong.;Weiss (2009: 236);Weiss2009;236;593;;dire;;;;;;;;;;;;
Maba;ɛ̀ndí ;O1S.S2/3S+donner+IMP;Donne-moi!;Transitive;;Weiss (2009: 254);Weiss2009;254;644;;donner (imperative);;;;;1;SG;;;;;;
Maba;kàlâː=gù lìkkɛ̀y ndîː=ní! ;Dieu=SG.DEF longue.vie O2S.S2/3S-donner=INJ;Que Dieu te prête longue vie!;NCSA;;Weiss (2009: 256);Weiss2009;256;655a;;donner/prêter;3;SG;;;2;SG;;;3;SG;;
Maba;sɔ́w=nú=gù ɛ̀ndí;farine=DEF=OBJ O1S.S2/3S.donner.IMP;Donne-moi de la farine!;NCSA;;Weiss (2009: 296);Weiss2009;296;778a;;donner (imperative);;;;;1;SG;;;3;SG;;ACC
Maba;lútɔ́ː g-ìdáy=nú=gù dɛ̀ttír mb-ì=tɛ̀;chose TH.2S-vouloir=DEF=OBJ PD O2S.S1S/1/3P-donner=FUT;Je te donnerai même tout ce que tu veux.;NCSA;;Weiss (2009: 296);Weiss2009;296;778b;(C5.11.23);donner/give;1;SG;;;2;SG;;;3;SG;;ACC
Maba;káy=nú mb-ɔ̀kɔ̀ː-r-í=nù gàɲáː tànjíyàː mb-í=tɛ̀;gens.PL=DEF O2S.S1S/1/3P-voir.PAS-PL-NFN=TPS après chef.V.NOMS O2S.S1S/1/3P-donner=FUT ;Quand les gens t’auront vu / si les gens te voient, ils te conféreront la chefferie.;NCSA;;Weiss (2009: 362);Weiss2009;362;977b;;conférer ;3;PL;;;2;SG;;;3;SG;;NOM
Maba;kɛ̀dɛ́mìː=nu à-wàyí-n=tɛ̀=ná àŋgá-g ɛ̀ndí;oeuf=DEF 1S-verser-SG=FUT=BUT calebasse-SG O1S.S2/3S-donner.V;Donne-moi la calebasse pour que j’y mette les œufs.;NCSA;;Weiss (2009: 367);Weiss2009;367;992c;;donner (imperative);2;SG;;;1;SG;;;3;SG;;NOM
Maba;wáŋ jáː sùltán=gù tí w-úːnj-ì;DEM EMPH sultan=SG.DEF EMPH 3P-donner.PL-DECL;Quant au sultan, eux-là, ils les lui donnent.;NCSA;;Weiss (2009: 419?);Weiss2009;419?;1146d;(T3.09.13);donner/give;3;PL;;;3;SG;;;3;PL;;
Maba;g-índ-á=ká bɛ́ː, màndàkàl nɔ̀kɔ́y gúːdá Φ-sú-ŋ Φ-ná-rá-n mb-ìy-ɔ́;TH.2S-exister-NFN=COOR PD chèvre comme MENER TH-AUX-SG TH-apporter-V-ANT O2S.S1S/1/3P-donner-PAS;Tu es là, et voilà que, comme une chèvre, on te l’amène et on te la donne.;NCSA;;Weiss (2009: 432);Weiss2009;432;1187a;(M03.11);donner/give;3;SG;;;2;SG;;;3;SG;;
Maba;lútɔ́ː g-ìdáy-nú-gù dɛ̀ttír mb-ì-tɛ̀;thing 2SG-want-DEF-ACC DP 2SG>1SG-give-FUT;I will (even) give you everything you want.;NCSA;;Dimmendaal (2010: 23);Dimmendaal2010;23;15;;give;1;SG;;;2;SG;;;3;SG;;ACC
Maba;mùʃɔ̀ŋ-gù àm-gú fárdɛ́ː ɔ̀nd-ùy-ɔ́;woman-SG.DEF 1SG-ACC skirt 3SG>1SG-give-PAST;The woman gave me a skirt.;NCSA;;Dimmendaal (2010: 24);Dimmendaal2010;24;21;;give;3;SG;;;1;SG;;ACC;3;SG;;
Maba;sɔ́w-nú-gù ɛ̀ndí;flour-DEF-ACC 3SG>1SG.give.IMP;Give (me) flour!;NCSA;;Dimmendaal (2010: 24);Dimmendaal2010;24;22;;give (imperative);;;;;1;SG;;;3;PL;;ACC
Malakmalak;mi [ŋan mikpi] aŋařinʸ ;food(veg) ptcl(comp) little(sgv) give.1SGOP;Give me less food.;NCSA;Birk (1974: 61, 170–173, 175–176, 184);Birk (1974: 61);Birk1974;61;105;;give (imperative);;;;;1;SG;;;3;SG;;NOM
Malakmalak;[tɛ aŋ awuntunöwakka] anti [tɛ aŋ wuwuntuwařinʸtʸakna];meat give 1SGSP.1(subj).3SGm0P.foc adv(recip) meat give 3SGmSP.1(subj).1SGOP.foc;Had I given him meat he would have given me meat. Or Were I to give him meat he would give me meat.;NCSA;NOM.NOM;Birk (1974: 170–171);Birk1974;170–171;423;;give;1;SG;;;3;SG;;;3;SG;;NOM
Malakmalak;[tɛ aŋ wuwuntuwařinʸtʸakna] anti [tɛ aŋ atömanö];meat give 3SGmSP.1(subj).1SGOP.foc adv(recip) meat give 1SGSP.1(purp).3SGmOP;If he gave me meat I would give him meat.;NCSA;;Birk (1974: 171);Birk1974;171;424;;give;3;SG;;;1;SG;;;3;SG;;NOM
Malakmalak;tɛ aŋ awuntunöwakka anti tɛ aŋ yiminʸařinʸ;meat give 1SGSP.1(subj).3SGm adv(recip) meat give 3SGmSP.1(punct).1SGOP;I would give him meat because he gave me meat.;NCSA;;Birk (1974: 171);Birk1974;171;426;;give;1;SG;;;3;SG;;;3;SG;;NOM
Malakmalak;yinʸa alawar tatʸ yiminyʸ ŋayi ;man woman hit 3SGmSP.1(punct).3SGfOP;The man hit(s) the woman.;Transitive;;Birk (1974: 173);Birk1974;173;433;;hit;3;SG;M;;/;/;/;/;3;SG;F;NOM
Malakmalak;mi aŋ atömanö;food(veg) give 1SGSP.1(purp).3SGmOP ;I’m going to give him food.;NCSA;;Birk (1974: 176);Birk1974;176;439;;give;1;SG;;;3;SG;;;3;SG;;NOM
Malakmalak;mi aŋarinʸ;food(non-meat) give.1SGOP;Give me food!;NCSA;;Birk (1974: 184);Birk1974;184;474;;give (imperative);;;;;1;SG;;;3;SG;;NOM
Mangarrayi;wuyanba-wu-na ø-garag ø-ṇanan;3PL/3PL-give-PP Nabs-a lot Nabs-money;They gave them plenty of money.;NCSA;Masculine and feminine nouns are ACC, neuter nouns ABS;Merlan (1989: 64);Merlan1989;64;;;give;3;PL;;;3;PL;;;3;SG;;ABS
Mangarrayi;buyʔ ŋanba-wu-na ø-ŋani;teach 3PL/1SG-Aux-PP Nabs-language;They taught me language.;NCSA;;Merlan (1989: 65);Merlan1989;65;;;teach;3;PL;;;1;SG;;;3;SG;;ABS
Mangarrayi;ñawuyan-jaŋ+wu-ni ø-ŋugu;2SG/3PL-succour-PC NAbs-water;You supplied them with water.;NCSA;ACC/ABS.ACC/ABS;Merlan (1989: 65);Merlan1989;65;;;supply;2;SG;;;3;PL;;;3;SG;;ABS
Mangarrayi;wul wuran-bu-ni ø-ṇanan-bura;conceal 3SG/3DU-Aux-PC Nabs-money-their Du;He hid their du. money from them.;NCSA;;Merlan (1989: 65);Merlan1989;65;;;hide;3;SG;;;3;DU;;;3;SG;;ABS
Mangarrayi;ŋan-jiwi-j ŋan-gaḍugu-ŋan ju;3SG/1SG-take away Facc-woman-mine;He took my wife from me.;NCSA;;Merlan (1989: 65);Merlan1989;65;;;take;3;SG;;;1;SG;;;3;SG;;ACC
Mapudungun;wiyɑ elu-fi-ñ kiñe wɑkɑ ta=ñi pïñeñ.;yesterday give-3.PO-IND.1SG one cow DET1=1SG.POSS child;I gave a cow to my child yesterday.;NCSA;;Golluscio (2010: 723);Golluscio2010;723;23a;;give;1;SG;;;3;SG;;NOM;3;SG;;NOM
Mapudungun;wiyɑ elu-fi-ñ kiñe wɑkɑ.;yesterday give-3.PO-IND.1SG one cow ;I gave him/her a cow yesterday.;NCSA;;Golluscio (2010: 723);Golluscio2010;723;23b;;give;1;SG;;;3;SG;;;3;SG;;NOM
Mapudungun;mïntu-fi-y kiñe wɑkɑ tɑ ti wentru.;take.away-3.PO-IND[3] one cow DET1 DET2 man;S/he took away a cow from the man.;NCSA;;Golluscio (2010: 723);Golluscio2010;723;24a;;take away;3;SG;;;3;SG;;NOM;3;SG;;NOM
Mapudungun;mïntu-fi-y kiñe wɑkɑ.;take.away-3.PO-IND[3] one cow;S/he took away a cow from him/her.;NCSA;;Golluscio (2010: 723);Golluscio2010;723;24b;;take away;3;SG;;;3;SG;;;3;SG;;NOM
Maricopa;ny-aay-ha;1/2-give-ir;I will give it to you.;NCSA;;Gordon (1986: 27);Gordon1986;27;80;;give;1;SG;;;2;SG;;;3;SG;;
Maricopa;ha pily-a 'nyk-aay-m;water hot-Vaug imp/1-give-real;Give me some hot water.;NCSA;;Gordon (1986: 52);Gordon1986;52;209;;give (imperative);;;;;1;SG;;;3;SG;;ABS
Maricopa;qawqt ny-aay-uum;horse 3/1-give-inc;I will give you a horse;NCSA;example probably glossed wrongly, should be 1>2;Gordon (1986: 108);Gordon1986;108;76;;give;1;SG;;;2;SG;;;3;SG;;ABS
Maricopa;Bonnie-sh 'ayuu-rav-t-k kw-i-nya-lyvii-m mat=mchev '-aay-m;Bonnie-sj s.t.-hurt-emp-ss kw-see-when-be=like-ds medicine 1-give-real;When Bonnie looked sick, I gave her the medicine;NCSA;;Gordon (1986: 200);Gordon1986;200;100;;give;1;SG;;;3;SG;;;3;SG;;ABS
Mawng;[Puka]OBJ [wurnkurrk]SUBJ awuni-wunya-n.;DEM.P.PL jellyfish 3MA/3PL-burn-PP;A jellyfish stung them.;Transitive;Singer (2006: 66, 102–103);Singer (2006: 102);Singer2006;102;(4-2);Ingeny 113;sting;3;SG;;;/;/;/;/;3;PL;;NOM
Mawng;Iw-u-ng ta warraka.;3PL/3MA-give-PP ED lily.root.type (ED);They gave him some sweet lily root.;NCSA;NOM.NOM;Singer (2006: 102);Singer2006;102;(4-3);Karringitpalka 006;give;3;PL;;;3;SG;;;3;SG;;NOM
Mosetén;Yɑ̈e tye-te jiri­s kirjkɑ yɑ̈e-­tyi' otyi'.;1SG give­3M.O one­F book(F) 1SG­L.M brother;I gave a book to my brother.;NCSA;;Sakel (2004: 195);Sakel2004;195;(8:32);;give;1;SG;;;3;SG;M;NOM;3;SG;F;NOM
Motuna;Tɑntɑnu-ki pɑu honnɑ meeng ngo-jee-u-r-u-ng.;ancestor's.name' feast big very make-APPL-3O.3A-pcl-RMPAST-M;Tantanu gave a very big feast to them.;NCSA;Onishi (2000: 134–137);Onishi (1994: 429);Onishi1994;429;14-108b;;give;3;SG;;;3;PL;;;3;SG;;NOM
Motuna;[oi angu]O tokis-i-ro hoh-roro-hee;DEM+DIM arm cut-3O+2A-PERF(+SS) throw.away-MID2S-DEF.FUT;You will definitely cut this arm and throw it away;Transitive;;Onishi (2000: 135);Onishi2000;135;39a;;throw;2;SG;;;/;/;/;/;3;SG;;NOM
Motuna;impa [hoo ong koho munu]E1 manni ehkong no-'ra-no toki=tokis-u-mo o-o-ko-ng;then ART+M DEM+M down body then now one-CL.small.amount-L REDUP=cut-3O+3A-GENL(+SS) give.to-3O+3A-PRES-M;Then as he cuts the lower part of the body into pieces, he gives them [to the Demon];NCSA;;Onishi (2000: 136);Onishi2000;136;41a;;give;3;SG;;;3;SG;;;3;PL;;NOM
Motuna; ti-ko ong koto ku'-kori-ko tokis-u-ro [hoo ong koho o-muru]E1 o-jee-u-u-ng;ART+L-PURP DEM+M up neck-L-PURP cut-3O+3A-PERF(+SS) ART+M DEM+M down DEM-CL.piece.of.long.object give.to-APPLIC-3O+3A-REM.PAST-M;He cut at the neck and gave that lower part of the body [of his elder brother] [to the Demon];NCSA;;Onishi (2000: 136);Onishi2000;136;41b;;give;3;SG;;;3;SG;;;3;SG;;NOM
Motuna;tiwo-noning-ngori [hoo pau muukisa muukisa]O [hoo mii-ngung]E tii-nohno tonge=tong-ee-wa-r-u-ng;that.way-towards-L ART+M food different different ART+M name-pl that.time-length REDUP=name-APPLIC-3O+3pauc/plA-pauc/pl-REM.PAST-M;That way, they gave those names to many different kinds of food (one by one) during that length of time;NCSA;;Onishi (2000: 136);Onishi2000;136;43;;give;3;PL;;;3;PL;;NOM;3;PL;;NOM
Muna;no-pepe-kanau-mo;3sR-hit-me-PF;he hit me;Transitive;;van den Berg (1989: 69);vandenBerg1989;69;74b;;hit;3;SG;;;/;/;/;/;1;SG;;
Muna;do-wora-kanau;3pR-see-me;they see me;Transitive;;van den Berg (1989: 69);vandenBerg1989;69;75;;see;3;PL;;;/;/;/;/;1;SG;;
Muna;a-dhumpa-ko-mo;1sR-push-you-PF;I pushed you;Transitive;;van den Berg (1989: 69);vandenBerg1989;69;76;;push;1;SG;;;/;/;/;/;2;SG;;
Muna;na-[m]aso-e;3sI-sell-it;she will sell it;Transitive;;van den Berg (1989: 69);vandenBerg1989;69;77;;sell;3;SG;;;/;/;/;/;3;SG;;
Muna;do-tesi-kasami;3pR-test-us(ex);they tested us (ex);Transitive;;van den Berg (1989: 69);vandenBerg1989;69;78;;test;3;PL;;;/;/;/;/;1;PL;;
Muna;ne-gholi-kasami bhadhu;3sR-buy-us(ex) shirt;he bought a shirt for us (ex);NCSA;;van den Berg (1989: 70);vandenBerg1989;70;87;;buy;3;SG;;;1;PL;;;3;SG;;NOM
Muna;de-buri-ane sura;3pR-write-it letter;they write a letter with it;NCSA;;van den Berg (1989: 70);vandenBerg1989;70;89;;write;3;PL;;;3;SG;;;3;SG;;NOM
Muna;sa-ino-inodi-mo kaawu ne-waa-ghoo-no pakea;ONLY-RED-I-PF only P.PART-give-IO-his clothes;it's always me alone that he gives clothes to;NCSA;;van den Berg (1989: 83);vandenBerg1989;83;18;;give;3;SG;;;1;SG;;NOM;3;PL;;NOM
Muna;no-waa-kanau sendai oe;3sR-give-me little water;he gave me a little water;NCSA;;van den Berg (1989: 124);vandenBerg1989;124;245;;give;3;SG;;;1;SG;;;3;SG;;NOM
Muna;o hae-hae n[um]aando-no welo lambu do-waa-ane;ART RED-what be-A.PART in house 3pR-give-him;they gave to him everything that was in the house;NCSA;;van den Berg (1989: 159);vandenBerg1989;159;81;;give;3;PL;;;3;SG;;;3;SG;;NOM
Muna;a-gh[um]oro-angko dua na-se-wua;1sI-throw-you also FUT-one-fruit;I will also throw you another piece of fruit;NCSA;van den Berg (1989: 175, 308, 314, 317);van den Berg (1989: 179);vandenBerg1989;179;253;;throw;1;SG;;;2;SG;;;3;SG;;NOM
Muna;Bula Siku no-waa-kanau karadhaa ae-rabu-ane bhara-no adhara-no, pakade dua a-gh[um]ondo-hi-ane ringgi-no awa-no;moreover also 1sI-look-TR-him coin-POS grandparent-his;Bula Siku has given me the task to make a stable for his horse, in addition I have to find him his grandfather's coin;NCSA;;van den Berg (1989: 256);vandenBerg1989;256;198;;give;3;SG;;;1;SG;;;3;SG;;NOM
Mundari;jom-e-a-eˀ;eat-it.OBJ he/she.SBJ // VR-Obj-Prd-Sub;He/she will eat it.;Transitive;;Osada (1992: 87);Osada1992;87;(i);;eat;3;SG;;;/;/;/;/;3;SG;;
Mundari;jom-le-ko-a-eˀ;eat first-them.OBJ (animate)-he/she.SBJ // VR-AM-Obj-Prd-Sub;He/she will first finish eating them (animate).;Transitive;;Osada (1992: 87);Osada1992;87;(ii);;eat;3;SG;;;/;/;/;/;3;PL;;
Mundari;jom-ke-d-ko-a-eˀ;ate-them.OBJ-he/she.SBJ // VR-AM-TM-Obj-Prd-Sub;He/she ate them(animate).;Transitive;;Osada (1992: 88);Osada1992;88;(v);;eat;3;SG;;;/;/;/;/;3;PL;;
Mundari;ka-eˀ  jom-ke-d-ko-a;not-he/she.SBJ ate-them.OBJ // Ng-Sub VR-AM-TM-Obj-Prd;He/she didn't eat them(animate).;Transitive;;Osada (1992: 88);Osada1992;88;;;eat;3;SG;;;/;/;/;/;3;PL;;
Mundari;hon dub-aka-d-i-a-eˀ;child sit-AM-TM-3SG-Prd-3SG;He has caused a child to sit down.;Transitive;;Osada (1992: 89);Osada1992;89;2;;cause;3;SG;;;/;/;/;/;3;SG;;NOM
Mundari;kumburu-kiŋ-ko sab-aka-d-kiŋ-a;thief-dl-3PL catch-AM-TM-3dl-Prd;They have caught two thieves.;Transitive;;Osada (1992: 89);Osada1992;89;3;;catch;3;PL;;;/;/;/;/;3;DU;;NOM
Mundari;daru-m mag-a-ñ-ta-n-a;tree-2SG cut-Bv-1SG-AM-ITM-Prd;You are cutting the tree for me.;NCSA;;Osada (1992: 93);Osada1992;93;18;;cut;2;SG;;;1;SG;;;3;SG;;NOM
Mundari;mandi seta-ko-ñ am-a-d-ko-a;food dog-pl-1SG give-AM-TM-3PL-Prd;I gave the food to the dogs.;NCSA;;Osada (1992: 93);Osada1992;93;19;;give;1;SG;;;3;PL;;NOM;3;SG;;NOM
Mundari;seta-ko-ñ om-ke-d-ko-a;dog-pl-1SG give-AM-TM-3PL-Prd;I gave the dogs (to somebody).;NCSA;;Osada (1992: 94);Osada1992;94;20;;give;1;SG;;;3;SG;;;3;PL;;NOM
Mundari;seta-ñ om-a-ko-ke-n-a;dog-1SG give-Bv-3PL-AM-ITM-Prd;I gave the dog for them;NCSA;;Osada (1992: 94);Osada1992;94;21;;give;1;SG;;;3;PL;;;3;SG;;NOM
Murle;K-a-cin-in.;1SG.SBJ-IPFV-see-2SG.OBJ ;I see you.;Transitive;;Arensen (1982: 107);Arensen1982;107;51;Arensen (1982: 48–49, 84, 106–107);see;1;SG;;;/;/;/;/;2;SG;;
Murle;K-a-cin-in naana ineeta.;1SG.SBJ-IPFV-see-2SG.OBJ 1SG.NOM 2SG.ACC;I see you.;Transitive;;Arensen (1982: 107);Arensen1982;107;52;;see;1;SG;;NOM;/;/;/;/;2;SG;;ACC
Murle;Anyik εεti ŋaa guruc.;give-3SG.SBJ man woman money;The man gives the money to the woman.;NCSA;Marked nominative language. ACC is morphologically unmarked, basic word order IO > DO.;Arensen (1982: 107);Arensen1982;107;53;;give;3;SG;;;3;SG;;ACC?;3;SG;;ACC?
Murle;Any-in εεti guruc.;give-3SG.SBJ-2SG.OBJ man money;The man gives the money to you.;NCSA;;Arensen (1982: 107);Arensen1982;107;54;;give;3;SG;;;2;SG;;;3;SG;;ACC?
Nabak;Met-sɑ̂t-m-ti-ŋgut gɑ-wɑp.;go-DESlD-do-MED.SS-COMPL give.you(SG)-1SG.REMFUT;I am going to go and then I will give it to you.;NCSA;;Fabian et al. (1998: 60);Fabianetal1998;60;314;;give;1;SG;;;2;SG;;;3;SG;;
Nabak;Egɑt weŋ-nok-ɑŋgut geŋ gɑ̠-yɑp ni.;3SG.BEN image-ESEMB-COMPL 2SG give.to.you-1SG.PRES eat;It is for him but I give it to you to eat.;NCSA;;Fabian et al. (1998: 60);Fabianetal1998;60;317;;give;1;SG;;;2;SG;;NOM;3;SG;;
Nabak;Gɑ̂len nɑŋgut ek sɑ-mɑ ni-p.;2SG.GEN but 3SG give.to.her-MED.1SG.DS eat-3SG.IMPAST;It was yours but I gave it to her and she ate it.;NCSA;;Fabian et al. (1998: 60);Fabianetal1998;60;318;;give;1;SG;;;3;SG;;NOM;3;SG;;
Nabak;An nembɑ kugŋɑŋgɑt nen-mɑk-en kot-me okok sɑ-sɑp.;man child first 1SG.EMPH-COM-LOC come-MED.3SG.DS cup give.him-1SG.IMFUT;To the boy [who] comes to me first I will give a cup.;NCSA;;Fabian et al. (1998: 104);Fabianetal1998;104;553;;give;1;SG;;;3;SG;;;3;SG;;NOM
Nabak;An zɑwɑt-nɑŋ-mɑk melesiŋ sa-ø.;man sick-3SG.POSS-COM medicine give.him-2SG.IMP;Give medicine to [who] is sick. (lit. ... has sick.);NCSA;;Fabian et al. (1998: 104);Fabianetal1998;104;554;;give (imperative);2;SG;;;3;SG;;;3;SG;;NOM
Nabak;Melesiŋ kɑ-pi tu ɑ̂gɑ̂nen nɑ-mɑne be-pe-wɑn-mɑk n-sɑp.;medicine SPEC-this water day.before.yesterday give.to.me-MED.2SG.DS put-leave-1SG.REMPAST-COM drink-1SG.REMPAST;I will drink this medicine with the water which you gave me the day before yesterday which I put and left there.;NCSA;;Fabian et al. (1998: 104);Fabianetal1998;104;555;;give;2;SG;;;1;SG;;;3;SG;;NOM
Nabak;Nenɑŋgalen ze idɑ-wɑk. ;1SG.EMPH.GEN say give.youDU-1SG.IRR ;If [it were] my very own, I would give it to you two.;NCSA;;Fabian et al. (1998: 109);Fabianetal1998;109;587;;give;1;SG;;;2;DU;;;3;SG;;
Nabak;Met-ze-mɑnn ŋep ndɑ-wep, yek be-me situɑ-en ŋep met-ti kwiti-wɑnup.;go-say-MED.1PL.DS able.to give.to.us-3PL.REMFUT NEG be-MED.3SG.DS store-LOC able.to go-MED.SS buy-1PL.REMFUT;We can go and ask [them and] they will give it to us, [but] if not, we can go to the store and buy it.;NCSA;;Fabian et al. (1998: 142);Fabianetal1998;142;685;;give;3;PL;;;1;PL;;;3;SG;;
Nahuatl (Huasteca);kin-kowi-lih-ki i-kone-wɑ seh pico. ;3SG.3PL.-buy-APPLIC-PAST his-child-PossD.PL one pig;He bought his children a pig.;NCSA;NOM.NOM;Beller and Beller (1977: 207) via Dryer (1986: 824);Dryer1986;824;44g.;;buy;3;SG;;;3;PL;;NOM;3;SG;;NOM
Nahuatl (Orizaba);ti-nēch-mɑkɑ;you-me-give;you give me (it/something);NCSA;;Tuggy (1998: 45);Tuggy1998;45;;;give;2;;;;1;SG;;;3;SG;;
Nahuatl (Orizaba);ti-mo-mɑkɑ;you-REFL-give;you give yourself (it/something);NCSA;NOM.NOM;Tuggy (1998: 45);Tuggy1998;45;;;give;2;;;;2;;;;3;SG;;
Nahuatl (Orizaba);ni-tè-mɑkɑ;I-UNSPEC:HUM-give;I give people (something/things/ it), I am generous.;NCSA;;Tuggy (1998: 45);Tuggy1998;45;;;give;1;SG;;;3;PL;;;3;SG;;
Nahuatl (Orizaba);ni-k-tlɑkuɑl-mɑkɑ;I-him-food-give;I feed, sustain him;NCSA;;Tuggy (1998: 46);Tuggy1998;46;;;give;1;SG;;;3;SG;;;3;SG;;
Nahuatl (Orizaba);ni-k-tlɑ̄l-mɑkɑ;I-him-earth-give;I give/bequeath him a piece of land;NCSA;;Tuggy (1998: 46);Tuggy1998;46;;;give;1;SG;;;3;SG;;;3;SG;;
Nambikuára (Southern);dai[2]ri[2] dʔuh[1]-ai[2]na[2] té[3]-a[1]-tu[1]-wa[2];1SG.VAGUE.CURR woman-DEF.CURR take-1SG-FUT-IMPERFV;I will take (marry) this woman.;Transitive;Lowe (1999);Lowe (1999: 285);Lowe1999;285;44;;take/marry;1;SG;;;/;/;/;/;3;SG;;NOM
Nambikuára (Southern);Joaɑ̃u-ɑhlɑ kɑxyuhxɑ ūhū-nɑx-ø-tu-wɑ.;John-man meat give-O.2SG-3SG-F-IMPF;John will give you some meat.;NCSA;Kroeker (2001: 56);Kroeker (2001: 4);Kroeker2001;4;7;;give;3;SG;;;2;SG;;;3;SG;;NOM
Nambikuára (Southern);Bolɑ-nxɑ̠kɑ intxɑ ũhũ-ø-nɑ-tu-wɑ.;ball-CL.sphere man give-O.3SG-1SG-F-IMPF;I will give the ball to the man.;NCSA;NOM.NOM;Kroeker (2001: 12);Kroeker2001;12;47;;give;1;SG;;;3;SG;;NOM;3;SG;;NOM
Nambikuára (Southern);Bolɑ-nxɑkɑ ũhũ-ø-nɑ-tu-wɑ.;ball-CL.sphere give-O.3SG-1SG-F-IMPF;I will give him the ball.;NCSA;;Kroeker (2001: 12);Kroeker2001;12;48;;give;1;SG;;;3;SG;;;3;SG;;NOM
Nambikuára (Southern);Ũhũ-sɑ-ø-tu-wɑ.;give-O.1SG-3SG-F-IMP;He will give to me.;NCSA;;Kroeker (2001: 55);Kroeker2001;55;250;;give;3;SG;;;1;SG;;;;;;
Nambikuára (Southern);Ũhũ-syɑh-ø-tu-wɑ.;give-O.1SG.DU-3SG-F-IMPF;He will give it to us (two).;NCSA;;Kroeker (2001: 56);Kroeker2001;56;254;;give;3;SG;;;1;DU;;;3;SG;;
Nambikuára (Southern);Ũhũ-nx-ti-ø-tu-wɑ.;give-O.2SG-2PL-3SG-F-IMPF;He will give it to you (two or more).;NCSA;;Kroeker (2001: 56);Kroeker2001;56;255;;give;3;SG;;;2;PL;;;3;SG;;
Nambikuára (Southern);Ũhũ-ø-yɑ-hɑ-tu-wɑ.;give-O.3SG.DU-1SG-F-IMPF;I will give it to them (two).;NCSA;;Kroeker (2001: 56);Kroeker2001;56;256;;give;1;SG;;;3;DU;;;3;SG;;
Nambikuára (Southern);Ũhũ-nx-ti-sĩn-ɑ-tu-wɑ.;give-O.2SG-2PL-1PL-1SG-F-IMPF;We will give to you (plural).;NCSA;;Kroeker (2001: 59);Kroeker2001;59;281;;give;1;PL;;;2;PL;;;;;;
Nambikuára (Southern);Ũhũ-ɑin-ø-yɑh-lx-in-tu-wɑ.;give-3PL-O.3SG-DU-2PL-2SG-F-IMPF  ;You (plural) will give to them.;NCSA;;Kroeker (2001: 59);Kroeker2001;59;282;;give;2;PL;;;3;PL;;;;;;
Nambikuára (Southern);Hukx-ɑ ũhũ-sɑ-ø-xɑ-tɑit-tu-wɑ.;bow-DEF give-O.1SG-3SG-NEG-T/E.CO.P-IMPF;He didn't give me the bow (as we all know).;NCSA;;Kroeker (2001: 60);Kroeker2001;60;286;;give;3;SG;;;1;SG;;;3;SG;;NOM
Nandi;kóːn-áː sot;give-2.SBJ>1SG.OBJ gourd;give me a gourd;NCSA;;Creider and Creider (1989: 169);CreiderCreider1989;169;50a;;give (imperative);;;;;1;SG;;;3;SG;;NOM
Nandi;kóːn-áː sot-éːt;give-2.SBJ>1SG.OBJ gourd-EMPH;give me a gourd;NCSA;NOM.NOM;Creider and Creider (1989: 169);CreiderCreider1989;169;50b;;give (imperative);;;;;1;SG;;;3;SG;;NOM
Nasioi;nen-t-a-d-ioˀ aun a-d-omp-ø-ain;wait-you-self-sg-while this give-you-I-sg-will;You wait and I'll give this to you.;NCSA;;Hurd and Hurd (1970: 64);HurdHurd1970;64;;;give;1;SG;;;2;SG;;;3;SG;;NOM
